record_id,date,season,year,month,is_holiday,day_of_week,is_working_day,weathersit,temperature,feels_temperature,humidity,wind_speed,casual_users_count,registered_users_count,total_rentals,temp_category
695,2012-11-25,Winter,1,11,0,0,0,Clear,0.245833,12.879150000000003,0.468333,0.1505,309,2115,2424,10-20
696,2012-11-26,Winter,1,11,0,1,1,Clear,0.313333,16.950200000000002,0.535417,0.04665,337,4750,5087,10-20
697,2012-11-27,Winter,1,11,0,2,1,Mist,0.291667,14.0779,0.786667,0.237562,123,3836,3959,10-20
698,2012-11-28,Winter,1,11,0,3,1,Clear,0.296667,14.488100000000003,0.50625,0.210821,198,5062,5260,10-20
699,2012-11-29,Winter,1,11,0,4,1,Clear,0.28087,14.9211,0.555652,0.115522,243,5080,5323,10-20
700,2012-11-30,Winter,1,11,0,5,1,Clear,0.298333,16.193350000000002,0.649583,0.0584708,362,5306,5668,10-20
701,2012-12-01,Winter,1,12,0,6,0,Mist,0.298333,15.8452,0.806667,0.0597042,951,4240,5191,10-20
702,2012-12-02,Winter,1,12,0,0,0,Mist,0.3475,17.9604,0.823333,0.124379,892,3757,4649,10-20
703,2012-12-03,Winter,1,12,0,1,1,Clear,0.4525,22.7898,0.7675,0.0827208,555,5679,6234,20-30
704,2012-12-04,Winter,1,12,0,2,1,Clear,0.475833,23.4527,0.73375,0.174129,551,6055,6606,20-30
705,2012-12-05,Winter,1,12,0,3,1,Clear,0.438333,21.4006,0.485,0.324021,331,5398,5729,20-30
706,2012-12-06,Winter,1,12,0,4,1,Clear,0.255833,12.9102,0.50875,0.174754,340,5035,5375,10-20
707,2012-12-07,Winter,1,12,0,5,1,Mist,0.320833,16.097900000000003,0.764167,0.1306,349,4659,5008,10-20
708,2012-12-08,Winter,1,12,0,6,0,Mist,0.381667,19.4754,0.91125,0.101379,1153,4429,5582,10-20
709,2012-12-09,Winter,1,12,0,0,0,Mist,0.384167,19.5073,0.905417,0.157975,441,2787,3228,10-20
710,2012-12-10,Winter,1,12,0,1,1,Mist,0.435833,21.77875,0.925,0.190308,329,4841,5170,20-30
711,2012-12-11,Winter,1,12,0,2,1,Mist,0.353333,16.91815,0.596667,0.296037,282,5219,5501,10-20
712,2012-12-12,Winter,1,12,0,3,1,Mist,0.2975,14.866899999999998,0.538333,0.162937,310,5009,5319,10-20
713,2012-12-13,Winter,1,12,0,4,1,Clear,0.295833,14.7094,0.485833,0.174129,425,5107,5532,10-20
714,2012-12-14,Winter,1,12,0,5,1,Clear,0.281667,14.7096,0.642917,0.131229,429,5182,5611,10-20
715,2012-12-15,Winter,1,12,0,6,0,Clear,0.324167,16.91915,0.650417,0.10635,767,4280,5047,10-20
716,2012-12-16,Winter,1,12,0,0,0,Mist,0.3625,18.4969,0.83875,0.100742,538,3248,3786,10-20
717,2012-12-17,Winter,1,12,0,1,1,Mist,0.393333,20.075000000000003,0.907083,0.0982583,212,4373,4585,20-30
718,2012-12-18,Winter,1,12,0,2,1,Clear,0.410833,20.485400000000006,0.66625,0.221404,433,5124,5557,20-30
719,2012-12-19,Winter,1,12,0,3,1,Clear,0.3325,17.1081,0.625417,0.184092,333,4934,5267,10-20
720,2012-12-20,Winter,1,12,0,4,1,Mist,0.33,16.760849999999998,0.667917,0.132463,314,3814,4128,10-20
721,2012-12-21,Spring,1,12,0,5,1,Mist,0.326667,15.08835,0.556667,0.374383,221,3402,3623,10-20
722,2012-12-22,Spring,1,12,0,6,0,Clear,0.265833,11.80565,0.44125,0.407346,205,1544,1749,10-20
723,2012-12-23,Spring,1,12,0,0,0,Clear,0.245833,12.97355,0.515417,0.133083,408,1379,1787,10-20
724,2012-12-24,Spring,1,12,0,1,1,Mist,0.231304,12.945,0.791304,0.0772304,174,746,920,10-20
725,2012-12-25,Spring,1,12,1,2,0,Mist,0.291304,14.723249999999998,0.734783,0.168726,440,573,1013,10-20
726,2012-12-26,Spring,1,12,0,3,1,Light Snow,0.243333,11.01665,0.823333,0.316546,9,432,441,10-20
727,2012-12-27,Spring,1,12,0,4,1,Mist,0.254167,11.3321,0.652917,0.350133,247,1867,2114,10-20
728,2012-12-28,Spring,1,12,0,5,1,Mist,0.253333,12.7523,0.59,0.155471,644,2451,3095,10-20
729,2012-12-29,Spring,1,12,0,6,0,Mist,0.253333,12.12,0.752917,0.124383,159,1182,1341,10-20
730,2012-12-30,Spring,1,12,0,0,0,Clear,0.255833,11.585,0.483333,0.350754,364,1432,1796,10-20
731,2012-12-31,Spring,1,12,0,1,1,Mist,0.215833,11.174349999999999,0.5775,0.154846,439,2290,2729,10-20
